latitude,longitude,satellites,speed,altitude,heading,temperature,bpm,year,month,day,hours,minutes,seconds,centiseconds
45.3256468,9.6948663,7,0.2,74.8,0.0,28.8,0,2021,05,10,17,56,42,30
45.3256468,9.6948663,7,0.0,74.8,0.0,28.8,0,2021,05,10,17,56,42,40
45.3256467,9.6948663,7,0.1,74.8,0.0,28.8,0,2021,05,10,17,56,42,50
45.3256467,9.6948663,7,0.1,74.8,0.0,28.8,0,2021,05,10,17,56,42,60
45.3256465,9.6948663,7,0.0,74.8,0.0,28.8,0,2021,05,10,17,56,42,70
45.3256465,9.6948663,7,0.1,74.8,0.0,28.8,0,2021,05,10,17,56,42,80
45.3256465,9.6948663,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,42,90
45.3256463,9.6948663,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,43,00
45.3256462,9.6948663,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,43,10
45.3256462,9.6948662,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,43,20
45.3256462,9.6948662,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,43,30
45.3256460,9.6948662,7,0.0,74.7,0.0,28.8,0,2021,05,10,17,56,43,40
45.3256460,9.6948662,7,0.1,74.7,0.0,28.8,0,2021,05,10,17,56,43,50
45.3256458,9.6948662,7,0.0,74.7,0.0,28.8,0,2021,05,10,17,56,43,60
45.3256458,9.6948662,7,0.0,74.6,0.0,28.8,0,2021,05,10,17,56,43,70
45.3256457,9.6948662,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,43,80
45.3256457,9.6948663,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,43,90
45.3256455,9.6948662,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,44,00
45.3256455,9.6948663,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,44,10
45.3256455,9.6948662,7,0.2,74.6,0.0,28.8,0,2021,05,10,17,56,44,20
45.3256453,9.6948662,7,0.0,74.6,0.0,28.8,0,2021,05,10,17,56,44,30
45.3256453,9.6948662,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,44,40
45.3256452,9.6948662,7,0.1,74.6,0.0,28.8,0,2021,05,10,17,56,44,50
45.3256452,9.6948663,7,0.2,74.5,0.0,28.8,0,2021,05,10,17,56,44,60
45.3256452,9.6948662,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,44,70
45.3256450,9.6948662,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,44,80
45.3256450,9.6948663,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,44,90
45.3256450,9.6948663,7,0.0,74.5,0.0,28.8,0,2021,05,10,17,56,45,00
45.3256448,9.6948663,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,10
45.3256448,9.6948663,7,0.0,74.5,0.0,28.8,0,2021,05,10,17,56,45,20
45.3256448,9.6948663,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,30
45.3256447,9.6948663,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,40
45.3256447,9.6948663,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,50
45.3256447,9.6948665,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,60
45.3256447,9.6948665,7,0.1,74.5,0.0,28.8,0,2021,05,10,17,56,45,70
45.3256445,9.6948665,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,45,80
45.3256445,9.6948665,7,0.2,74.4,0.0,28.8,0,2021,05,10,17,56,45,90
45.3256445,9.6948665,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,46,00
45.3256443,9.6948665,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,46,10
45.3256443,9.6948665,7,0.0,74.4,0.0,28.8,0,2021,05,10,17,56,46,20
45.3256443,9.6948665,7,0.0,74.4,0.0,28.8,0,2021,05,10,17,56,46,30
45.3256443,9.6948665,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,46,40
45.3256442,9.6948665,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,46,50
45.3256442,9.6948665,7,0.0,74.4,0.0,28.8,0,2021,05,10,17,56,46,60
45.3256442,9.6948663,7,0.1,74.4,0.0,28.8,0,2021,05,10,17,56,46,70
45.3256440,9.6948663,7,0.0,74.4,0.0,28.8,0,2021,05,10,17,56,46,80
45.3256440,9.6948663,7,0.0,74.4,0.0,28.8,0,2021,05,10,17,56,46,90
45.3256440,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,47,00
45.3256438,9.6948663,7,0.3,74.3,0.0,28.8,0,2021,05,10,17,56,47,10
45.3256438,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,47,20
45.3256438,9.6948663,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,47,30
45.3256438,9.6948663,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,47,40
45.3256438,9.6948663,7,0.3,74.4,0.0,28.8,0,2021,05,10,17,56,47,50
45.3256437,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,47,60
45.3256438,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,47,70
45.3256437,9.6948662,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,47,80
45.3256437,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,47,90
45.3256437,9.6948663,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,48,00
45.3256437,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,48,10
45.3256437,9.6948663,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,48,20
45.3256435,9.6948663,7,0.2,74.3,0.0,28.8,0,2021,05,10,17,56,48,30
45.3256435,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,48,40
45.3256435,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,48,50
45.3256435,9.6948662,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,48,60
45.3256435,9.6948663,7,0.0,74.3,0.0,28.8,0,2021,05,10,17,56,48,70
45.3256433,9.6948663,7,0.0,74.3,0.0,28.8,0,2021,05,10,17,56,48,80
45.3256433,9.6948662,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,48,90
45.3256433,9.6948663,7,0.0,74.3,0.0,28.8,0,2021,05,10,17,56,49,00
45.3256433,9.6948663,7,0.0,74.3,0.0,28.8,0,2021,05,10,17,56,49,10
45.3256432,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,49,20
45.3256432,9.6948663,7,0.0,74.3,0.0,28.8,0,2021,05,10,17,56,49,30
45.3256430,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,49,40
45.3256430,9.6948663,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,49,50
45.3256430,9.6948663,7,0.1,74.3,0.0,28.8,0,2021,05,10,17,56,49,60
45.3256430,9.6948662,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,49,70
45.3256428,9.6948662,7,0.0,74.2,0.0,28.8,0,2021,05,10,17,56,49,80
45.3256428,9.6948662,7,0.2,74.2,0.0,28.8,0,2021,05,10,17,56,49,90
45.3256428,9.6948662,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,50,00
45.3256427,9.6948662,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,50,10
45.3256427,9.6948662,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,50,20
45.3256427,9.6948660,7,0.2,74.2,0.0,28.8,0,2021,05,10,17,56,50,30
45.3256425,9.6948662,7,0.2,74.2,0.0,28.8,0,2021,05,10,17,56,50,40
45.3256425,9.6948660,7,0.1,74.2,0.0,28.8,0,2021,05,10,17,56,50,50
